CustomerID,ProductID,Rating,Comment
27,30,3,Completed
3,35,3,Pending
26,14,4,Pending
30,37,4,Completed
6,2,1,Completed
26,27,4,Completed
6,35,4,Completed
20,28,3,Completed
19,40,4,Pending
18,31,2,Failed
6,3,3,Failed
18,20,1,Completed
7,7,5,Failed
15,3,4,Completed
11,25,3,Pending
26,24,5,Completed
29,12,5,Failed
30,15,5,Pending
15,30,5,Completed
2,22,1,Pending
13,9,4,Pending
9,38,3,Pending
10,39,5,Failed
28,8,1,Failed
15,11,3,Failed
11,30,2,Failed
4,22,4,Completed
29,4,3,Completed
29,4,5,Pending
6,36,1,Pending
17,27,3,Failed
28,9,1,Failed
25,33,1,Completed
24,27,3,Pending
13,21,1,Completed
4,12,1,Pending
1,36,4,Failed
13,6,5,Completed
10,38,5,Failed
21,30,3,Failed
14,22,2,Completed
26,25,2,Failed
12,30,3,Pending
12,11,5,Pending
24,7,3,Pending
28,22,2,Pending
1,18,3,Pending
26,13,5,Completed
14,28,5,Completed
12,38,4,Failed
10,31,1,Failed
9,20,2,Failed
9,16,2,Completed
20,11,3,Completed
8,25,5,Completed
22,31,5,Pending
17,27,3,Failed
28,34,4,Failed
2,13,5,Completed
23,21,4,Failed
9,11,2,Completed
28,6,2,Pending
29,11,5,Pending
5,22,3,Failed
4,37,1,Pending
9,4,2,Pending
17,22,3,Completed
26,36,2,Failed
23,40,1,Pending
24,36,4,Completed
28,17,3,Failed
22,18,2,Pending
17,1,2,Failed
27,30,1,Pending
3,34,1,Pending
11,20,4,Failed
9,8,4,Pending
15,28,4,Failed
12,39,5,Failed
19,7,1,Pending
22,1,5,Failed
11,39,4,Completed
18,16,3,Completed
17,24,1,Completed
17,16,5,Pending
14,6,3,Pending
1,22,1,Failed
16,8,4,Failed
25,32,3,Completed
27,1,5,Failed
3,32,1,Completed
29,19,1,Pending
15,14,3,Pending
20,28,5,Failed
7,29,2,Failed
19,9,3,Pending
7,30,5,Failed
14,39,2,Completed
25,28,5,Failed
17,26,1,Pending
10,40,5,Completed
6,36,2,Pending
7,5,1,Completed
6,35,1,Failed
15,31,2,Completed
16,9,5,Failed
2,12,2,Failed
6,30,1,Pending
6,7,2,Failed
14,23,4,Pending
22,31,1,Completed
5,7,5,Failed
24,36,2,Completed
24,8,3,Completed
8,14,4,Pending
11,38,4,Pending
16,1,5,Pending
20,11,5,Pending
18,23,5,Completed
23,1,1,Pending
29,16,5,Failed
26,1,4,Pending
28,36,1,Pending
8,30,5,Pending
14,13,4,Pending
25,12,2,Completed
16,13,3,Pending
6,20,2,Pending
2,12,1,Pending
24,31,1,Failed
20,17,4,Completed
21,17,3,Completed
26,36,4,Failed
26,19,3,Failed
6,12,2,Failed
7,19,5,Failed
7,7,2,Pending
9,24,5,Failed
27,11,3,Completed
16,12,3,Completed
24,32,2,Pending
18,21,5,Completed
22,38,5,Completed
24,20,5,Completed
28,7,2,Completed
11,6,3,Completed
10,33,5,Completed
23,8,2,Pending
23,9,3,Failed
20,37,4,Failed
15,28,1,Pending
27,15,4,Failed
29,5,2,Completed
15,19,2,Failed
11,37,4,Completed
17,10,4,Completed
15,39,4,Completed
28,21,1,Pending
3,8,1,Completed
7,26,4,Failed
20,7,5,Completed
15,13,5,Failed
29,7,3,Completed
20,29,4,Failed
15,26,5,Failed
3,23,2,Pending
22,27,2,Pending
27,23,3,Pending
26,14,3,Pending
18,16,3,Completed
7,13,5,Completed
26,25,5,Completed
30,15,1,Completed
3,12,5,Failed
12,15,4,Failed
23,30,4,Pending
15,3,2,Pending
7,26,4,Completed
18,1,1,Pending
21,28,4,Failed
18,18,5,Failed
16,28,4,Failed
25,22,2,Failed
16,13,4,Completed
26,29,3,Failed
4,17,2,Failed
25,33,5,Pending
6,34,4,Failed
23,22,5,Failed
2,16,3,Completed
2,13,5,Completed
24,11,1,Pending
19,3,3,Failed
19,1,5,Pending
11,17,5,Completed
20,14,1,Completed
23,27,3,Failed
12,7,4,Failed
24,6,4,Completed
3,12,2,Completed
20,32,4,Completed
18,20,4,Completed
13,15,5,Pending
24,10,3,Failed
1,12,1,Failed
11,1,5,Completed
6,26,2,Pending
5,25,2,Failed
11,35,2,Pending
21,9,4,Failed
28,33,4,Failed
19,2,3,Completed
19,19,5,Failed
16,4,1,Failed
10,13,5,Failed
27,23,4,Failed
12,7,1,Completed
28,5,1,Pending
30,9,3,Failed
5,14,5,Pending
2,23,5,Pending
1,14,5,Failed
3,20,3,Failed
27,29,2,Pending
29,5,4,Pending
15,5,3,Pending
23,22,2,Pending
14,6,5,Pending
7,29,3,Completed
28,36,2,Completed
1,6,1,Completed
29,35,3,Pending
18,27,3,Failed
23,3,5,Completed
17,35,5,Completed
3,35,3,Failed
8,8,1,Failed
22,36,2,Completed
30,10,5,Failed
22,20,5,Failed
10,32,4,Failed
29,29,1,Pending
5,16,2,Failed
18,11,3,Failed
26,35,4,Pending
24,27,5,Pending
12,22,3,Pending
6,18,4,Failed
17,14,5,Completed
10,33,2,Pending
16,28,1,Failed
13,38,1,Completed
2,34,3,Completed
24,31,2,Pending
24,19,2,Pending
13,19,1,Pending
17,23,5,Failed
29,1,5,Completed
28,6,4,Failed
21,20,5,Pending
26,13,2,Failed
3,10,3,Completed
25,1,2,Completed
11,23,1,Pending
2,19,4,Failed
30,21,4,Pending
11,11,4,Completed
28,11,5,Pending
22,5,4,Pending
3,34,3,Completed
11,6,1,Pending
25,21,5,Completed
9,20,5,Pending
9,29,4,Pending
14,34,3,Completed
28,7,2,Completed
13,2,5,Failed
12,15,3,Completed
2,36,3,Completed
29,4,2,Pending
2,12,3,Completed
25,4,4,Completed
2,35,5,Failed
19,29,2,Failed
24,35,4,Failed
27,20,2,Pending
8,23,1,Failed
12,11,3,Completed
10,28,3,Failed
7,8,3,Pending
10,13,4,Pending
17,18,4,Completed
13,30,5,Failed
29,4,4,Failed
10,27,5,Pending
28,38,5,Completed
8,20,5,Pending
15,9,4,Failed
19,4,1,Failed
25,7,1,Pending
3,7,1,Failed
15,16,4,Failed
2,3,2,Pending
15,16,4,Failed
25,14,1,Pending
22,13,5,Completed
23,39,4,Pending
28,36,4,Pending
10,6,3,Pending
22,27,5,Pending
22,33,4,Failed
12,22,5,Completed
30,5,5,Failed
3,9,3,Pending
23,34,2,Pending
14,4,5,Pending
6,5,1,Failed
28,3,2,Pending
6,12,2,Pending
10,6,3,Failed
20,22,2,Completed
29,25,2,Completed
23,37,5,Pending
20,26,4,Pending
24,37,1,Failed
1,1,3,Completed
14,10,1,Failed
21,24,5,Pending
15,4,3,Completed
26,20,5,Completed
15,30,5,Completed
21,4,4,Completed
4,11,4,Failed
14,35,3,Pending
16,7,1,Failed
22,39,3,Completed
2,35,1,Failed
8,4,1,Pending
24,40,1,Failed
30,30,3,Pending
28,11,3,Failed
28,36,5,Failed
27,12,3,Pending
12,3,1,Pending
11,12,3,Pending
18,14,1,Failed
2,18,1,Completed
14,3,4,Completed
19,18,1,Failed
27,18,5,Pending
25,19,4,Failed
16,1,3,Pending
18,1,1,Completed
29,19,2,Pending
25,6,5,Failed
19,30,5,Failed
11,35,1,Completed
23,2,3,Failed
20,9,2,Failed
13,39,2,Pending
20,27,5,Completed
16,40,1,Failed
16,28,4,Completed
3,6,3,Failed
22,30,5,Pending
25,12,5,Pending
13,2,4,Failed
17,28,2,Pending
30,39,4,Failed
1,3,1,Failed
17,6,3,Pending
15,21,3,Pending
13,17,3,Failed
19,14,1,Failed
26,31,3,Completed
18,8,4,Failed
27,40,5,Completed
16,34,4,Completed
19,2,4,Pending
27,11,2,Failed
1,2,4,Completed
5,17,2,Completed
8,19,2,Failed
19,4,5,Completed
18,7,1,Failed
24,38,5,Pending
25,18,4,Failed
10,34,1,Completed
23,15,1,Failed
24,26,3,Completed
18,20,3,Pending
11,15,1,Pending
14,37,4,Completed
25,30,5,Completed
17,4,3,Completed
27,21,3,Completed
18,36,2,Failed
24,20,4,Completed
9,33,1,Pending
21,5,4,Completed
1,26,5,Completed
10,36,5,Completed
8,19,1,Pending
20,24,3,Failed
4,35,4,Completed
4,27,4,Failed
10,20,3,Pending
22,40,2,Pending
4,28,1,Completed
27,31,1,Completed
5,15,5,Pending
7,9,5,Failed
3,11,3,Completed
20,14,3,Failed
1,4,5,Completed
25,35,4,Completed
14,2,3,Completed
18,20,3,Failed
30,4,5,Pending
23,22,1,Failed
20,16,3,Pending
8,11,4,Pending
7,38,5,Completed
8,16,3,Failed
26,11,1,Failed
9,13,5,Pending
12,25,3,Failed
27,25,1,Completed
27,33,3,Pending
6,36,4,Completed
4,27,1,Pending
19,21,4,Pending
26,35,5,Failed
30,32,3,Pending
26,22,1,Pending
19,14,4,Failed
4,26,5,Failed
26,33,1,Failed
5,6,4,Failed
7,5,2,Completed
9,33,3,Completed
8,25,2,Pending
6,39,3,Completed
12,22,2,Failed
21,34,2,Completed
12,32,5,Completed
30,5,5,Failed
3,3,5,Failed
27,22,1,Failed
16,26,1,Failed
18,3,2,Pending
25,22,4,Failed
21,12,4,Failed
26,22,5,Pending
24,35,4,Pending
12,8,5,Completed
5,38,4,Pending
18,11,5,Failed
22,17,2,Failed
8,7,2,Completed
28,27,5,Pending
3,29,2,Completed
26,29,4,Failed
19,8,1,Failed
17,4,5,Completed
6,28,1,Completed
23,2,2,Failed
6,24,4,Failed
27,39,1,Pending
25,12,5,Failed
2,25,4,Failed
17,25,1,Completed
9,7,4,Failed
8,10,5,Completed
28,29,2,Failed
8,25,5,Pending
14,18,5,Failed
27,38,2,Failed
10,5,2,Completed
23,32,5,Pending
8,36,2,Completed
23,36,3,Pending
11,32,1,Completed
28,3,4,Pending
1,16,2,Pending
5,21,4,Failed
26,16,4,Failed
28,19,5,Failed
27,10,4,Failed
5,23,5,Pending
27,9,3,Pending
18,7,4,Failed
16,23,4,Failed
21,13,1,Pending
4,24,3,Pending
29,23,2,Completed
6,19,4,Pending
19,22,1,Pending
21,38,5,Pending
1,25,1,Failed
27,37,4,Failed
11,34,4,Pending
28,11,1,Completed
10,28,4,Failed
1,3,1,Pending
18,27,1,Completed
14,26,1,Failed
11,40,1,Pending
19,34,5,Pending
16,23,5,Completed
28,35,2,Failed
1,18,2,Completed
30,17,3,Pending
25,29,4,Completed
25,27,2,Completed
17,21,2,Completed
14,39,3,Completed
22,27,2,Failed
16,7,4,Pending
16,26,3,Completed
18,7,3,Failed
6,21,4,Completed
13,14,4,Failed
27,40,1,Completed
16,8,3,Failed
6,40,5,Failed
1,28,2,Completed
20,29,4,Failed
3,34,2,Pending
17,27,1,Pending
27,35,4,Failed
17,26,4,Failed
28,4,3,Completed
6,13,4,Failed
24,8,1,Completed
8,27,5,Pending
6,38,2,Pending
27,19,4,Completed
29,33,5,Completed
23,34,3,Completed
14,28,4,Completed
9,35,1,Failed
14,19,4,Pending
23,16,4,Pending
23,5,3,Failed
19,37,2,Failed
16,28,1,Failed
30,37,5,Completed
10,32,3,Pending
22,11,1,Completed
2,34,5,Failed
27,5,3,Pending
23,27,5,Failed
24,40,5,Pending
24,28,2,Pending
26,39,4,Failed
6,3,2,Pending
10,21,3,Pending
24,9,4,Completed
26,2,1,Pending
4,14,2,Completed
12,17,3,Pending
7,1,4,Completed
27,26,2,Pending
10,28,5,Failed
24,18,1,Completed
11,13,4,Completed
13,21,4,Failed
29,25,1,Completed
17,1,4,Pending
7,7,2,Failed
7,7,3,Completed
8,23,5,Failed
30,25,1,Failed
14,19,2,Pending
4,30,4,Pending
4,38,3,Pending
30,21,5,Pending
7,26,2,Completed
23,39,2,Failed
17,32,3,Completed
15,26,3,Completed
21,22,3,Completed
4,35,3,Completed
27,27,2,Failed
5,37,2,Failed
23,14,4,Completed
8,7,5,Failed
4,37,2,Failed
9,22,4,Failed
14,17,2,Failed
29,26,4,Failed
13,28,5,Pending
13,35,1,Failed
13,24,3,Failed
8,21,2,Completed
22,14,3,Completed
19,31,2,Pending
9,23,1,Completed
4,1,3,Pending
11,15,3,Completed
1,17,2,Failed
8,6,5,Completed
18,31,1,Pending
28,28,3,Failed
20,1,2,Failed
25,2,3,Completed
30,3,3,Completed
15,13,3,Completed
15,14,3,Failed
13,35,4,Completed
29,26,1,Completed
5,17,3,Completed
5,19,5,Pending
13,12,2,Failed
25,19,3,Completed
15,23,1,Pending
6,18,2,Completed
15,15,4,Pending
13,22,4,Pending
26,24,1,Failed
30,5,4,Pending
23,17,3,Failed
14,4,2,Pending
16,12,2,Pending
20,37,1,Pending
26,26,2,Failed
24,8,4,Pending
9,36,4,Completed
18,39,4,Failed
2,25,2,Completed
7,24,5,Failed
15,38,4,Failed
4,17,5,Failed
8,27,2,Pending
8,22,5,Pending
23,5,2,Completed
29,3,3,Completed
15,18,5,Failed
8,12,4,Failed
2,31,5,Failed
9,38,1,Pending
26,28,5,Failed
13,12,4,Failed
1,36,3,Failed
12,12,4,Failed
16,16,5,Failed
20,9,1,Failed
10,19,5,Completed
17,29,2,Failed
8,32,4,Failed
23,29,4,Failed
22,18,4,Completed
6,9,1,Completed
13,37,2,Completed
17,32,2,Failed
2,16,4,Failed
10,30,2,Failed
3,16,2,Pending
29,8,2,Completed
23,31,1,Failed
8,7,1,Completed
1,8,5,Pending
8,23,3,Completed
25,39,2,Completed
8,32,5,Failed
18,36,5,Failed
27,35,1,Failed
10,21,2,Completed
19,17,2,Pending
25,37,3,Completed
19,39,2,Pending
2,2,1,Completed
11,37,3,Completed
20,34,1,Pending
1,3,1,Failed
13,5,4,Completed
24,40,4,Completed
13,21,5,Completed
24,1,1,Completed
17,9,4,Pending
15,13,3,Completed
11,10,5,Completed
10,7,5,Failed
14,1,3,Pending
17,32,1,Pending
12,33,2,Failed
3,26,2,Completed
4,6,2,Pending
10,7,4,Pending
12,19,5,Pending
24,29,1,Failed
25,22,4,Completed
25,21,3,Failed
23,25,1,Pending
8,39,1,Completed
21,28,5,Completed
4,30,5,Completed
20,6,1,Completed
29,28,3,Pending
7,8,5,Failed
8,15,3,Failed
1,33,4,Completed
4,30,2,Pending
30,9,3,Pending
13,36,4,Completed
1,2,2,Pending
13,23,2,Pending
27,32,2,Completed
27,20,4,Failed
23,16,4,Completed
4,21,4,Pending
14,14,4,Failed
27,2,3,Failed
15,37,2,Completed
14,5,4,Pending
7,7,2,Completed
19,22,2,Completed
6,14,3,Pending
23,4,1,Failed
25,5,4,Pending
11,38,5,Pending
10,32,1,Pending
11,13,2,Completed
2,25,2,Pending
23,11,5,Failed
9,24,5,Failed
9,38,1,Completed
24,38,4,Failed
8,34,2,Failed
15,33,2,Pending
17,11,3,Failed
21,14,3,Failed
12,19,3,Pending
8,12,4,Failed
21,10,5,Completed
29,31,5,Failed
2,35,3,Completed
4,38,2,Failed
9,18,2,Completed
17,6,3,Pending
27,32,5,Failed
14,37,3,Failed
12,33,4,Pending
8,1,3,Completed
15,31,5,Failed
20,16,4,Failed
27,39,4,Failed
17,37,2,Pending
28,40,4,Failed
7,14,3,Failed
20,23,1,Completed
21,30,5,Pending
5,31,3,Failed
14,10,1,Completed
16,38,3,Failed
5,30,5,Completed
15,23,5,Pending
10,40,4,Failed
4,17,5,Completed
21,7,5,Failed
30,15,2,Completed
16,3,3,Pending
13,27,2,Failed
2,26,5,Failed
25,28,3,Completed
20,36,4,Completed
29,19,5,Completed
1,1,5,Completed
11,32,2,Completed
7,34,4,Pending
22,18,3,Pending
4,35,4,Pending
3,25,1,Completed
1,29,2,Failed
10,15,1,Completed
13,35,3,Failed
23,6,3,Completed
19,10,5,Failed
18,32,3,Pending
16,23,3,Pending
11,35,2,Completed
23,24,5,Completed
20,26,3,Failed
15,30,4,Failed
12,13,2,Completed
14,37,1,Failed
26,13,2,Completed
22,8,3,Completed
18,8,5,Failed
17,38,2,Completed
15,33,1,Failed
18,21,4,Pending
29,36,1,Completed
29,13,2,Failed
16,33,3,Failed
28,4,1,Completed
27,15,5,Completed
20,9,5,Failed
28,10,4,Completed
13,11,1,Completed
9,32,5,Failed
15,40,2,Pending
10,35,2,Pending
21,13,1,Completed
25,5,5,Pending
27,26,2,Pending
4,9,2,Failed
18,40,1,Pending
29,31,1,Failed
23,20,5,Failed
12,33,4,Completed
25,27,1,Pending
6,28,2,Pending
27,33,1,Completed
1,2,3,Completed
10,17,3,Failed
27,8,2,Pending
22,40,2,Pending
17,27,3,Completed
16,4,3,Failed
20,39,4,Completed
12,15,1,Completed
11,33,3,Pending
26,5,1,Completed
19,13,4,Failed
14,33,4,Failed
21,25,4,Pending
4,36,5,Completed
9,6,1,Failed
14,21,1,Failed
12,3,5,Failed
13,31,3,Completed
10,33,2,Pending
29,34,1,Failed
7,9,4,Pending
3,20,1,Failed
9,31,3,Pending
19,34,1,Failed
2,23,4,Completed
3,32,1,Completed
15,3,5,Failed
15,15,4,Pending
15,5,5,Completed
25,20,5,Failed
30,19,1,Failed
4,30,2,Pending
9,10,5,Failed
24,38,2,Completed
5,9,4,Completed
12,9,3,Pending
25,29,2,Pending
29,11,3,Completed
19,30,1,Pending
8,37,2,Pending
9,36,1,Pending
30,25,4,Pending
11,21,5,Completed
27,16,4,Failed
12,27,5,Completed
29,29,1,Pending
21,14,4,Pending
3,23,5,Failed
20,26,3,Completed
23,4,1,Pending
2,27,2,Completed
1,40,1,Pending
3,36,5,Pending
10,19,5,Pending
