OrderID,ProductID,Quantity,Price
75,40,3,320
13,18,2,791
13,36,5,4645
16,36,3,3740
34,18,4,2643
41,10,1,2182
72,39,1,1706
5,40,4,916
48,16,2,1923
21,23,1,1813
74,26,2,2999
37,38,3,2419
3,3,5,407
59,32,4,2036
41,10,3,1116
61,40,5,2430
64,29,5,3295
6,38,2,2949
49,39,5,3466
9,31,4,3839
26,5,2,4824
50,19,2,1348
54,1,4,3132
2,13,2,3351
47,9,5,1014
19,28,2,4679
50,30,2,4962
44,35,3,4368
51,21,3,762
44,31,1,2748
11,37,5,3031
22,29,5,2994
80,12,3,396
70,35,4,3996
34,31,2,4088
74,15,2,2753
12,10,3,4259
62,14,3,1425
22,27,5,3100
3,22,2,1499
73,25,1,711
65,19,2,276
3,29,4,4465
18,10,2,4437
13,7,2,1572
12,5,3,1497
26,25,1,4635
62,38,1,4701
7,3,3,3370
66,38,4,4706
52,36,1,3685
51,31,2,1983
6,34,5,4198
60,33,4,2178
46,27,3,4043
2,6,4,2166
52,30,3,1323
70,20,3,2990
26,26,1,2704
33,31,4,1512
26,35,3,2019
59,31,2,2259
37,15,4,3368
37,32,1,115
47,39,3,1380
38,2,2,1982
12,6,5,1155
4,25,5,1788
46,37,4,2593
79,26,1,4698
21,40,4,4547
55,3,5,2726
8,7,3,1204
50,29,2,1412
52,2,1,3144
52,1,4,1766
72,19,2,3530
45,19,5,4924
61,38,3,371
69,39,1,2043
14,5,1,1152
27,5,4,1985
3,39,4,4049
23,23,5,4377
68,10,5,3267
76,7,1,4468
58,23,2,1392
44,22,4,4939
3,20,3,872
46,12,3,3840
16,6,4,4259
16,7,2,1192
24,17,2,3697
60,39,5,585
2,16,1,871
8,7,5,3104
16,8,3,2335
19,31,3,3061
32,36,4,1973
74,33,5,1004
58,2,5,4936
2,2,3,3557
60,24,1,1501
5,35,5,793
72,6,4,4880
43,23,1,1457
65,23,2,2278
59,21,1,4463
13,21,3,2436
30,19,5,1032
64,24,3,952
39,6,1,4773
29,8,4,2754
23,29,3,3397
36,11,2,3799
36,22,5,2126
56,23,5,1951
49,1,3,1410
57,1,4,1550
23,7,4,4117
30,21,3,4280
77,6,5,1885
64,11,4,3523
15,1,5,314
69,37,4,2964
32,35,4,1748
38,26,4,4520
9,40,1,4587
34,25,1,621
36,12,3,3784
75,23,1,228
1,12,3,1799
23,15,3,1287
65,40,1,2226
4,20,3,2257
3,25,5,3699
52,30,4,2731
63,8,4,837
39,4,4,1068
43,6,4,3963
17,35,1,193
29,2,1,937
22,8,5,2221
78,33,3,170
33,21,5,1827
4,14,1,684
50,14,5,1597
65,31,5,2913
78,37,1,2573
1,9,5,4891
68,31,1,4423
13,12,4,4257
47,6,1,2207
13,28,4,1875
64,31,5,1927
34,18,2,1038
1,3,2,1806
36,27,5,2834
76,15,5,1445
16,32,3,3513
45,15,5,2191
31,24,3,1097
28,3,1,1717
7,6,4,2603
11,21,4,1420
24,34,2,859
52,38,5,1085
74,17,5,3028
67,5,3,2251
64,21,5,3729
21,33,3,3331
64,16,2,4353
36,2,5,4697
28,36,2,3681
67,3,4,1471
74,3,3,3533
7,21,2,150
41,28,5,890
62,35,2,1226
34,4,2,2182
76,22,2,4968
43,30,3,2197
36,30,3,4547
64,8,2,256
8,4,2,4825
2,24,1,4339
35,20,1,3591
20,13,1,3967
63,6,5,1631
65,6,2,3333
61,9,3,2718
24,37,1,2061
24,3,2,1256
8,22,1,2468
16,7,4,801
40,40,4,559
20,37,5,4419
10,14,3,3377
28,38,1,882
15,15,2,3786
22,27,4,2708
8,6,2,4729
19,7,5,3843
47,24,4,2844
20,35,5,1997
17,29,4,3386
42,39,1,3034
31,3,5,4260
47,17,5,859
19,28,5,197
20,26,5,640
73,7,1,4501
52,4,3,2631
5,20,3,4116
17,9,5,4289
28,5,3,3804
29,34,5,400
8,26,4,3372
70,25,1,2566
9,35,4,435
65,26,4,1919
16,36,3,255
3,19,2,2379
4,38,5,2071
8,13,1,4948
69,22,1,220
45,29,2,202
76,35,4,2042
63,9,2,2221
79,2,4,2774
72,3,4,940
28,14,3,275
68,11,2,4923
72,21,2,3127
10,4,2,1401
1,29,1,1760
29,15,5,2160
2,14,2,756
40,18,5,3203
39,34,1,825
75,27,1,2220
19,5,4,469
32,19,1,4757
7,10,4,2482
44,26,4,281
80,33,5,2565
18,31,2,4349
25,23,3,3487
30,36,5,1599
29,38,5,1001
5,12,3,2516
72,36,1,1958
13,28,3,3863
62,29,3,2868
77,8,5,726
11,1,1,3491
28,40,1,2288
18,36,5,3172
34,37,5,2462
43,3,3,2437
9,21,2,4700
34,29,3,267
62,33,1,2301
53,18,1,2394
10,26,4,3796
58,14,5,1566
51,2,5,1187
27,5,5,4074
14,38,4,1372
58,33,3,1141
37,3,1,4015
28,22,3,3855
3,31,2,148
45,2,4,1688
73,34,2,4323
41,27,1,3561
8,19,4,2236
80,3,4,4203
64,5,2,3793
66,8,5,4755
45,32,1,743
47,29,1,3559
40,29,3,1700
11,22,2,3800
61,20,2,535
48,18,2,713
79,2,1,2922
48,32,4,4127
32,28,4,4804
66,17,3,4171
48,5,3,2672
45,34,1,1200
27,28,2,1611
48,3,5,3232
31,37,5,1211
80,33,4,343
63,11,5,184
65,30,4,788
3,7,5,2172
51,28,4,1345
72,7,1,2211
33,30,1,2937
32,15,5,4114
61,22,5,2734
16,13,1,2583
66,12,4,444
42,26,2,4779
77,9,2,3567
74,10,5,1704
52,30,5,2894
34,21,1,2480
67,27,1,4175
54,7,5,3400
43,6,2,4053
37,25,1,633
2,1,1,3303
6,1,2,3525
32,33,5,997
54,28,3,4500
17,38,4,4590
25,25,3,2484
21,14,1,4927
23,37,4,1711
53,17,3,3300
21,18,1,4916
58,38,4,1096
2,20,2,2251
